variacao,ticker,data_sinal,data_entrada,data_saida,dias,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo,score,mrs,rsv
H2,GGBR4,2024-11-06,2024-11-07,2024-11-25,10,18.71,19.48,4.14,-0.31,4.45,time_stop,8,9.10,214.72
H2,GOAU4,2022-03-18,2022-03-21,2022-04-04,10,6.62,6.59,-0.41,4.34,-4.75,time_stop,8,7.40,72.45
H2,GOAU4,2022-11-09,2022-11-10,2022-11-11,1,6.96,7.31,5.00,2.31,2.69,take_profit,7,11.23,48.04
H2,GOAU4,2023-07-25,2023-07-26,2023-08-09,10,8.40,7.64,-9.02,-3.40,-5.61,time_stop,6,1.61,65.21
H2,GOAU4,2024-04-22,2024-04-23,2024-05-08,10,7.54,7.82,3.75,3.57,0.18,time_stop,6,4.10,107.88
H2,GOAU4,2024-07-15,2024-07-16,2024-07-30,10,7.73,7.37,-4.54,-2.12,-2.42,time_stop,6,4.66,52.87
H2,GOAU4,2024-11-06,2024-11-07,2024-11-25,10,7.98,8.00,0.29,-0.31,0.60,time_stop,8,8.26,173.18
H2,GOAU4,2025-10-29,2025-10-30,2025-11-13,10,8.06,8.08,0.25,5.77,-5.51,time_stop,8,9.17,8.99
H2,GOAU4,2026-01-13,2026-01-14,2026-01-22,6,9.44,9.92,5.00,6.47,-1.47,take_profit,8,16.18,59.43
H2,GGPS3,2023-05-05,2023-05-08,2023-05-11,3,11.32,11.88,5.00,2.27,2.73,take_profit,7,10.81,46.43
H2,GGPS3,2023-05-11,2023-05-12,2023-05-25,9,11.95,12.55,5.00,1.43,3.57,take_profit,7,14.61,63.99
H2,GGPS3,2023-06-30,2023-07-03,2023-07-17,10,14.45,14.57,0.82,-1.06,1.88,time_stop,6,22.99,18.09
H2,GGPS3,2023-11-14,2023-11-16,2023-11-28,8,14.67,15.40,5.00,1.46,3.54,take_profit,7,4.56,38.91
H2,GGPS3,2025-08-13,2025-08-14,2025-08-27,9,14.32,15.04,5.00,2.13,2.87,take_profit,6,3.66,203.73
H2,GMAT3,2023-05-11,2023-05-12,2023-05-26,10,6.26,6.58,5.00,2.34,2.66,take_profit,7,12.32,72.75
H2,GMAT3,2024-10-31,2024-11-01,2024-11-18,10,7.33,6.90,-5.86,-0.15,-5.70,time_stop,6,0.07,117.77
H2,GMAT3,2025-04-03,2025-04-04,2025-04-22,10,7.26,7.12,-1.87,2.64,-4.52,time_stop,7,5.70,116.43
H2,HAPV3,2023-08-10,2023-08-11,2023-08-25,10,78.60,68.85,-12.40,-1.84,-10.57,time_stop,7,16.04,286.69
H2,HAPV3,2023-09-29,2023-10-02,2023-10-17,10,70.35,58.95,-16.20,0.76,-16.97,time_stop,7,12.81,137.83
H2,HAPV3,2024-05-14,2024-05-15,2024-05-29,10,67.35,62.25,-7.57,-4.11,-3.46,time_stop,6,2.44,200.45
H2,HYPE3,2022-02-25,2022-03-02,2022-03-16,10,28.89,28.81,-0.30,-3.56,3.27,time_stop,7,7.64,210.15
H2,HYPE3,2022-06-01,2022-06-02,2022-06-17,10,36.21,32.92,-9.10,-11.27,2.17,time_stop,7,28.83,560.63
H2,HYPE3,2022-07-29,2022-08-01,2022-08-15,10,36.98,36.31,-1.81,10.56,-12.37,time_stop,7,33.46,112.99
H2,HYPE3,2022-10-19,2022-10-20,2022-11-04,10,42.91,42.09,-1.92,0.97,-2.89,time_stop,7,21.63,340.04
H2,HYPE3,2023-06-09,2023-06-12,2023-06-26,10,40.67,38.48,-5.37,0.69,-6.06,time_stop,6,0.62,782.45
H2,HYPE3,2025-10-30,2025-10-31,2025-11-14,10,25.32,25.29,-0.12,5.42,-5.53,time_stop,6,3.88,102.63
H2,IGTI11,2023-03-15,2023-03-16,2023-03-30,10,18.09,18.29,1.12,0.47,0.65,time_stop,7,7.02,32.77
H2,IGTI11,2023-12-14,2023-12-15,2024-01-03,10,22.80,22.90,0.41,2.15,-1.74,time_stop,6,1.83,17.24
H2,IGTI11,2024-03-13,2024-03-14,2024-03-28,10,22.59,21.85,-3.28,0.41,-3.69,time_stop,7,4.18,102.50
H2,IGTI11,2025-05-08,2025-05-09,2025-05-20,7,21.04,22.09,5.00,2.70,2.30,take_profit,8,3.66,82.70
H2,IGTI11,2025-08-28,2025-08-29,2025-09-12,10,23.19,23.61,1.80,0.51,1.29,time_stop,8,8.93,5.83
H2,INTB3,2022-02-16,2022-02-17,2022-03-07,10,27.37,26.09,-4.67,-1.82,-2.85,time_stop,8,15.67,93.49
H2,INTB3,2022-10-14,2022-10-17,2022-10-31,10,28.89,30.34,5.00,2.05,2.95,take_profit,8,15.52,188.71
H2,INTB3,2024-04-30,2024-05-02,2024-05-08,4,20.09,21.09,5.00,1.95,3.05,take_profit,7,5.39,331.48
H2,IRBR3,2023-05-02,2023-05-03,2023-05-11,6,33.85,35.54,5.00,6.31,-1.31,take_profit,7,15.29,227.50
H2,IRBR3,2023-06-23,2023-06-26,2023-07-05,7,42.80,44.94,5.00,1.24,3.76,take_profit,6,38.33,311.10
H2,IRBR3,2023-07-07,2023-07-10,2023-07-24,10,52.41,42.15,-19.58,3.04,-22.62,time_stop,6,68.42,299.01
H2,IRBR3,2023-08-16,2023-08-17,2023-08-29,8,45.16,47.42,5.00,2.93,2.07,take_profit,7,39.86,286.07
H2,IRBR3,2024-08-15,2024-08-16,2024-08-19,1,43.11,45.27,5.00,1.30,3.70,take_profit,6,3.16,200.30
H2,IRBR3,2024-10-23,2024-10-24,2024-11-07,10,47.91,40.89,-14.65,-0.43,-14.23,time_stop,7,22.17,146.17
H2,IRBR3,2024-12-26,2024-12-27,2025-01-10,8,42.70,44.84,5.00,-1.11,6.11,take_profit,7,16.77,319.36
H2,IRBR3,2025-01-10,2025-01-13,2025-01-15,2,46.08,48.38,5.00,3.06,1.94,take_profit,8,26.69,192.75
H2,IRBR3,2025-01-15,2025-01-16,2025-01-30,10,51.07,53.62,5.00,4.75,0.25,take_profit,7,35.38,43.39
H2,ISAE4,2024-06-21,2024-06-24,2024-07-08,10,23.15,23.56,1.77,3.24,-1.47,time_stop,8,11.58,46.43
H2,ISAE4,2025-12-15,2025-12-16,2026-01-05,10,27.30,26.62,-2.49,2.17,-4.65,time_stop,7,4.20,143.14
H2,ITSA4,2022-02-11,2022-02-14,2022-03-02,10,5.98,5.64,-5.60,1.44,-7.04,time_stop,7,7.54,64.97
H2,ITSA4,2022-10-03,2022-10-04,2022-10-19,10,6.09,6.02,-1.05,0.00,-1.05,time_stop,6,4.46,30.43
H2,ITSA4,2023-02-08,2023-02-09,2023-02-27,10,5.82,5.42,-6.78,-2.06,-4.72,time_stop,7,5.79,121.95
H2,ITSA4,2025-09-19,2025-09-22,2025-10-06,10,10.38,10.21,-1.59,-0.93,-0.66,time_stop,8,6.30,96.84
H2,ITSA4,2025-11-11,2025-11-12,2025-11-27,10,11.11,11.00,-0.99,0.57,-1.56,time_stop,8,1.56,17.05
H2,ITSA4,2026-01-21,2026-01-22,2026-01-26,2,12.74,13.38,5.00,1.48,3.52,take_profit,7,3.78,73.69
H2,ITUB4,2022-08-09,2022-08-10,2022-08-24,10,17.48,17.92,2.53,2.46,0.07,time_stop,7,6.19,295.51
H2,ITUB4,2023-02-08,2023-02-09,2023-02-27,10,18.44,17.53,-4.92,-2.06,-2.86,time_stop,6,4.27,229.20
H2,ITUB4,2023-11-07,2023-11-08,2023-11-20,7,20.85,21.89,5.00,5.83,-0.83,take_profit,7,3.79,205.22
H2,ITUB4,2024-02-06,2024-02-07,2024-02-23,10,24.99,25.63,2.56,-0.44,3.00,time_stop,8,11.29,188.13
H2,ITUB4,2024-08-14,2024-08-15,2024-08-29,10,27.93,28.16,0.79,1.29,-0.50,time_stop,8,8.55,30.76
H2,ITUB4,2024-11-05,2024-11-06,2024-11-22,10,27.57,26.22,-4.91,-0.22,-4.68,time_stop,8,6.66,312.82
H2,ITUB4,2025-05-09,2025-05-12,2025-05-26,10,33.59,33.91,0.96,1.21,-0.25,time_stop,8,16.34,59.50
H2,ITUB4,2026-01-21,2026-01-22,2026-01-26,2,41.93,44.02,5.00,1.48,3.52,take_profit,7,0.34,42.84
H2,KLBN11,2024-03-15,2024-03-18,2024-03-20,2,18.21,19.12,5.00,1.95,3.05,take_profit,6,2.43,81.10
H2,RENT3,2022-02-22,2022-02-23,2022-03-11,10,50.94,46.53,-8.66,0.11,-8.77,time_stop,7,9.26,145.81
H2,RENT3,2022-07-01,2022-07-04,2022-07-07,3,46.49,48.81,5.00,2.29,2.71,take_profit,5,8.17,341.85
H2,RENT3,2022-10-31,2022-11-01,2022-11-17,10,61.83,53.22,-13.93,-6.31,-7.62,time_stop,8,15.87,2.47
H2,RENT3,2025-11-11,2025-11-12,2025-11-27,10,42.71,44.17,3.42,0.57,2.85,time_stop,8,2.00,15.65
H2,RENT3,2025-12-04,2025-12-05,2025-12-19,10,49.00,43.78,-10.66,0.73,-11.39,time_stop,7,10.89,21.59
H2,LREN3,2022-08-03,2022-08-04,2022-08-18,10,21.65,21.45,-0.93,7.28,-8.21,time_stop,7,8.72,176.63
H2,LREN3,2022-10-31,2022-11-01,2022-11-17,10,24.23,18.93,-21.88,-6.31,-15.56,time_stop,8,12.96,12.50
H2,LREN3,2024-08-09,2024-08-12,2024-08-15,3,13.11,13.76,5.00,2.22,2.78,take_profit,6,1.70,43.10
H2,LREN3,2025-05-08,2025-05-09,2025-05-15,4,15.57,16.35,5.00,2.12,2.88,take_profit,8,5.66,99.62
H2,MGLU3,2025-12-04,2025-12-05,2025-12-19,10,11.07,8.81,-20.40,0.73,-21.12,time_stop,7,9.65,20.36
H2,POMO4,2022-09-28,2022-09-29,2022-10-14,10,1.50,1.48,-1.05,4.26,-5.30,time_stop,7,7.30,163.46
H2,POMO4,2022-12-22,2022-12-23,2022-12-28,3,1.40,1.47,5.00,0.75,4.25,take_profit,6,3.05,107.41
H2,POMO4,2023-04-11,2023-04-12,2023-04-27,10,1.92,2.00,4.12,-3.70,7.81,time_stop,7,29.78,32.00
H2,POMO4,2023-04-28,2023-05-02,2023-05-03,1,2.05,2.15,5.00,0.11,4.89,take_profit,8,37.80,106.67
H2,POMO4,2023-05-08,2023-05-09,2023-05-12,3,2.42,2.54,5.00,1.20,3.80,take_profit,7,59.88,220.88
H2,POMO4,2023-08-02,2023-08-03,2023-08-10,5,3.22,3.38,5.00,-1.89,6.89,take_profit,7,46.81,216.46
H2,POMO4,2023-12-05,2023-12-06,2023-12-07,1,3.91,4.11,5.00,0.47,4.53,take_profit,7,24.99,345.55
H2,POMO4,2024-08-02,2024-08-05,2024-08-06,1,4.83,5.07,5.00,0.80,4.20,take_profit,7,9.77,49.08
H2,POMO4,2024-08-06,2024-08-07,2024-08-21,10,5.48,5.11,-6.76,7.01,-13.77,time_stop,7,19.14,83.67
H2,POMO4,2025-08-01,2025-08-04,2025-08-18,10,7.13,7.24,1.57,3.33,-1.76,time_stop,7,14.81,269.05
H2,MBRF3,2023-11-22,2023-11-23,2023-11-28,3,7.64,8.02,5.00,-0.13,5.13,take_profit,7,14.04,105.86
H2,MBRF3,2024-05-08,2024-05-09,2024-05-16,5,8.82,9.26,5.00,0.02,4.98,take_profit,8,16.74,287.65
H2,MBRF3,2024-05-16,2024-05-17,2024-05-20,1,9.67,10.15,5.00,-0.20,5.20,take_profit,7,26.09,238.59
H2,MBRF3,2024-08-19,2024-08-20,2024-09-03,10,12.50,11.71,-6.31,-1.37,-4.94,time_stop,7,34.01,74.20
H2,MBRF3,2024-10-18,2024-10-21,2024-10-30,7,12.48,13.10,5.00,0.38,4.62,take_profit,7,26.79,32.58
H2,MBRF3,2024-11-14,2024-11-18,2024-11-22,3,14.56,15.29,5.00,1.29,3.71,take_profit,7,43.49,531.48
H2,MBRF3,2025-02-27,2025-02-28,2025-03-18,10,15.00,15.75,5.00,6.87,-1.87,take_profit,6,21.06,320.87
H2,MBRF3,2025-05-16,2025-05-19,2025-06-02,10,24.76,25.38,2.50,-2.07,4.57,time_stop,7,54.28,176.28
H2,MBRF3,2025-09-15,2025-09-16,2025-09-30,10,26.21,19.42,-25.91,1.51,-27.42,time_stop,7,20.73,159.79
H2,BEEF3,2022-02-24,2022-02-25,2022-03-09,6,9.56,10.04,5.00,0.81,4.19,take_profit,7,18.07,40.19
H2,BEEF3,2022-08-11,2022-08-12,2022-08-18,4,12.62,13.25,5.00,1.20,3.80,take_profit,8,17.91,26.03
H2,BEEF3,2023-01-11,2023-01-12,2023-01-13,1,13.32,13.98,5.00,-0.84,5.84,take_profit,6,4.92,120.51
H2,BEEF3,2024-08-08,2024-08-09,2024-08-19,6,7.09,7.45,5.00,3.81,1.19,take_profit,7,5.09,74.69
H2,BEEF3,2025-04-09,2025-04-10,2025-04-16,4,6.54,6.86,5.00,1.52,3.48,take_profit,8,14.25,64.85
H2,MOVI3,2023-08-09,2023-08-10,2023-08-22,8,11.32,11.89,5.00,-1.83,6.83,take_profit,7,31.15,196.34
H2,MOVI3,2025-08-08,2025-08-11,2025-08-25,10,6.87,6.45,-6.06,1.97,-8.03,time_stop,7,32.00,217.53
H2,MOVI3,2025-11-11,2025-11-12,2025-11-26,9,9.63,10.11,5.00,0.84,4.16,take_profit,7,39.08,27.37
H2,MOVI3,2026-01-15,2026-01-16,2026-01-26,6,10.61,11.14,5.00,8.50,-3.50,take_profit,7,23.47,38.14
H2,MRVE3,2022-08-04,2022-08-05,2022-08-19,10,11.08,9.65,-12.89,4.66,-17.55,time_stop,7,8.45,168.01
H2,MRVE3,2022-09-02,2022-09-05,2022-09-19,9,11.82,12.42,5.00,-0.21,5.21,take_profit,7,11.03,272.06
H2,MRVE3,2025-08-13,2025-08-14,2025-08-18,2,6.89,7.23,5.00,0.73,4.27,take_profit,7,15.74,213.34
H2,MRVE3,2025-11-13,2025-11-14,2025-11-28,9,8.58,9.01,5.00,0.98,4.02,take_profit,7,20.39,95.62
H2,MULT3,2022-03-25,2022-03-28,2022-04-11,10,21.04,20.76,-1.34,-1.69,0.35,time_stop,7,13.12,109.37
H2,MULT3,2022-04-29,2022-05-02,2022-05-16,10,21.08,22.13,4.95,1.64,3.32,time_stop,7,24.43,149.03
H2,MULT3,2022-10-03,2022-10-04,2022-10-19,10,22.81,21.41,-6.11,0.00,-6.11,time_stop,8,6.88,7.15
H2,MULT3,2022-11-01,2022-11-03,2022-11-18,10,22.40,19.34,-13.66,-7.29,-6.36,time_stop,8,6.59,16.28
H2,MULT3,2023-02-28,2023-03-01,2023-03-15,10,22.26,22.44,0.79,-1.79,2.58,time_stop,8,12.08,181.15
H2,MULT3,2024-07-22,2024-07-23,2024-08-06,10,23.73,23.84,0.47,-0.17,0.64,time_stop,7,0.03,204.46
H2,MULT3,2025-04-25,2025-04-28,2025-05-13,10,25.02,25.18,0.66,3.01,-2.35,time_stop,6,4.14,21.89
H2,NEOE3,2022-04-22,2022-04-25,2022-04-27,2,14.12,14.83,5.00,-1.16,6.16,take_profit,7,9.70,297.43
H2,NEOE3,2023-06-12,2023-06-13,2023-06-15,2,15.85,16.65,5.00,2.18,2.82,take_profit,7,12.07,120.95
H2,NEOE3,2023-06-15,2023-06-16,2023-06-20,2,16.83,17.67,5.00,0.80,4.20,take_profit,6,17.30,107.55
H2,NEOE3,2023-06-21,2023-06-22,2023-07-06,10,18.06,18.67,3.37,-1.41,4.77,time_stop,7,25.48,549.84
H2,NEOE3,2024-11-27,2024-11-28,2024-12-12,10,19.15,19.21,0.29,1.17,-0.88,time_stop,7,7.25,181.47
H2,NEOE3,2025-04-24,2025-04-25,2025-05-12,10,21.26,21.19,-0.32,1.44,-1.76,time_stop,8,10.52,129.13
H2,NEOE3,2025-06-16,2025-06-17,2025-07-02,10,24.67,24.34,-1.32,0.29,-1.61,time_stop,7,19.28,26.28
H2,NEOE3,2025-09-03,2025-09-04,2025-09-18,10,27.50,27.71,0.78,3.28,-2.50,time_stop,7,20.75,618.46
H2,NEOE3,2025-11-24,2025-11-25,2025-12-09,10,31.33,31.28,-0.16,1.03,-1.19,time_stop,8,16.08,1361.55
H2,PCAR3,2022-09-05,2022-09-06,2022-09-21,10,23.71,21.61,-8.86,2.09,-10.94,time_stop,8,10.98,351.43
H2,PCAR3,2023-07-04,2023-07-05,2023-07-07,2,19.99,20.99,5.00,-0.56,5.56,take_profit,7,6.33,311.29
H2,PCAR3,2023-07-07,2023-07-10,2023-07-24,10,21.95,21.57,-1.73,3.04,-4.77,time_stop,6,15.95,204.89
H2,PCAR3,2025-03-31,2025-04-01,2025-04-02,1,3.04,3.19,5.00,0.67,4.33,take_profit,7,5.85,80.49
H2,PCAR3,2025-04-02,2025-04-03,2025-04-14,7,3.65,3.83,5.00,-1.32,6.32,take_profit,7,18.77,323.05
H2,PCAR3,2025-07-17,2025-07-18,2025-08-01,10,3.74,3.49,-6.68,-0.56,-6.12,time_stop,7,21.41,299.27
H2,PCAR3,2025-08-25,2025-08-26,2025-09-02,5,3.53,3.71,5.00,1.80,3.20,take_profit,8,11.04,284.87
H2,PETR3,2022-07-29,2022-08-01,2022-08-08,5,16.07,16.87,5.00,6.33,-1.33,take_profit,7,35.64,235.85
H2,PETR3,2022-08-12,2022-08-15,2022-08-17,2,17.82,18.71,5.00,0.94,4.06,take_profit,8,37.30,140.45
H2,PETR3,2022-10-03,2022-10-04,2022-10-19,10,19.35,20.32,5.00,0.00,5.00,take_profit,7,23.53,51.01
H2,PETR3,2023-06-14,2023-06-15,2023-06-21,4,23.43,24.61,5.00,0.75,4.25,take_profit,6,22.18,15.00
H2,PETR3,2023-10-18,2023-10-19,2023-11-03,10,29.90,27.82,-6.97,3.75,-10.72,time_stop,7,42.48,123.95
H2,PETR3,2024-08-26,2024-08-27,2024-09-10,10,35.82,34.36,-4.07,-1.79,-2.28,time_stop,8,8.60,325.68
H2,PETR3,2024-11-22,2024-11-25,2024-12-09,10,36.32,36.41,0.23,-1.52,1.75,time_stop,8,11.02,18.20
H2,PETR3,2025-02-18,2025-02-19,2025-03-07,10,37.70,33.82,-10.29,-1.66,-8.62,time_stop,8,9.92,143.68
H2,PETR4,2022-07-28,2022-07-29,2022-08-08,6,14.47,15.20,5.00,5.54,-0.54,take_profit,8,29.90,78.06
H2,PETR4,2022-08-12,2022-08-15,2022-08-17,2,16.33,17.15,5.00,0.94,4.06,take_profit,8,38.41,88.67
H2,PETR4,2022-10-03,2022-10-04,2022-10-19,10,17.40,18.27,5.00,0.00,5.00,take_profit,7,22.99,42.49
H2,PETR4,2023-05-11,2023-05-12,2023-05-26,10,16.31,17.08,4.77,2.34,2.43,time_stop,7,8.04,55.94
H2,PETR4,2024-11-22,2024-11-25,2024-12-09,10,32.76,33.31,1.68,-1.52,3.20,time_stop,8,7.87,51.99
H2,PETR4,2026-03-02,2026-03-03,2026-03-11,6,41.70,43.79,5.00,0.51,4.49,take_profit,6,4.95,114.58
H2,RECV3,2022-11-04,2022-11-07,2022-11-22,10,24.65,20.77,-15.78,-5.53,-10.25,time_stop,7,35.33,140.32
H2,RECV3,2022-12-29,2023-01-02,2023-01-16,10,22.85,22.93,0.34,2.77,-2.43,time_stop,7,25.74,176.31
H2,RECV3,2024-01-18,2024-01-19,2024-02-02,10,16.73,16.16,-3.43,-0.21,-3.22,time_stop,7,5.06,261.86
H2,PRIO3,2022-04-28,2022-04-29,2022-05-13,10,26.51,27.05,2.03,-0.11,2.14,time_stop,8,19.21,155.13
H2,PRIO3,2022-10-04,2022-10-05,2022-10-07,2,30.24,31.75,5.00,-0.48,5.48,take_profit,8,14.62,9.08
H2,PRIO3,2023-04-04,2023-04-05,2023-04-11,3,33.45,35.12,5.00,5.41,-0.41,take_profit,6,13.58,308.16
H2,PRIO3,2024-03-13,2024-03-14,2024-03-28,10,48.97,48.74,-0.47,0.41,-0.88,time_stop,6,4.46,81.00
H2,PSSA3,2022-08-08,2022-08-09,2022-08-23,10,17.95,17.72,-1.31,3.86,-5.17,time_stop,6,4.85,55.61
H2,PSSA3,2022-11-03,2022-11-04,2022-11-21,10,21.50,19.45,-9.54,-6.95,-2.59,time_stop,8,17.19,179.92
H2,PSSA3,2023-01-30,2023-01-31,2023-02-10,8,21.63,22.71,5.00,-4.63,9.63,take_profit,8,15.47,401.26
H2,PSSA3,2023-02-10,2023-02-13,2023-03-01,10,23.29,22.69,-2.57,-4.05,1.47,time_stop,8,26.41,257.22
H2,PSSA3,2024-02-28,2024-02-29,2024-03-07,5,26.60,27.93,5.00,-0.46,5.46,take_profit,7,2.34,360.73
H2,PSSA3,2024-05-15,2024-05-16,2024-05-31,10,28.71,28.03,-2.38,-4.73,2.35,time_stop,8,10.20,198.01
H2,PSSA3,2024-11-12,2024-11-13,2024-11-29,10,36.62,35.35,-3.49,-1.62,-1.88,time_stop,8,25.34,225.22
H2,PSSA3,2025-03-19,2025-03-20,2025-04-03,10,39.28,39.78,1.27,-0.58,1.86,time_stop,8,13.08,38.72
H2,PSSA3,2025-05-09,2025-05-12,2025-05-19,5,45.42,47.69,5.00,2.27,2.73,take_profit,8,20.54,79.80
H2,RADL3,2022-08-01,2022-08-02,2022-08-16,10,19.32,20.11,4.06,10.28,-6.21,time_stop,7,5.54,126.30
H2,RADL3,2023-03-08,2023-03-09,2023-03-23,10,21.72,21.19,-2.44,-6.87,4.43,time_stop,8,10.08,31.55
H2,RADL3,2023-04-12,2023-04-13,2023-04-28,10,23.68,23.71,0.15,-1.97,2.12,time_stop,8,15.18,73.25
H2,RADL3,2024-08-05,2024-08-06,2024-08-20,10,28.47,26.88,-5.58,7.90,-13.48,time_stop,7,13.84,25.97
H2,RADL3,2026-02-03,2026-02-04,2026-02-20,10,26.68,26.49,-0.71,4.76,-5.48,time_stop,7,15.01,62.05
H2,RAIZ4,2023-06-26,2023-06-27,2023-07-11,10,4.23,4.05,-4.27,0.03,-4.30,time_stop,6,18.77,168.42
H2,RAPT4,2022-08-01,2022-08-02,2022-08-03,1,9.23,9.69,5.00,0.67,4.33,take_profit,8,8.69,90.26
H2,RAPT4,2023-07-28,2023-07-31,2023-08-14,10,11.68,11.63,-0.48,-3.93,3.45,time_stop,7,26.74,390.29
H2,RAPT4,2024-07-01,2024-07-02,2024-07-04,2,10.93,11.48,5.00,1.06,3.94,take_profit,8,0.42,387.77
H2,RDOR3,2024-05-07,2024-05-08,2024-05-17,7,26.25,27.56,5.00,-1.10,6.10,take_profit,7,5.76,315.82
H2,RDOR3,2024-08-14,2024-08-15,2024-08-20,3,27.62,29.00,5.00,1.49,3.51,take_profit,8,9.46,97.02
H2,RDOR3,2025-01-27,2025-01-28,2025-02-11,10,25.65,26.12,1.83,2.00,-0.17,time_stop,7,2.52,32.72
H2,RDOR3,2025-05-08,2025-05-09,2025-05-15,4,30.39,31.90,5.00,2.12,2.88,take_profit,8,9.77,145.29
H2,RDOR3,2025-08-07,2025-08-08,2025-08-18,6,32.96,34.60,5.00,1.07,3.93,take_profit,8,13.38,67.96
H2,RDOR3,2025-09-18,2025-09-19,2025-10-03,10,37.84,38.24,1.05,-1.10,2.15,time_stop,7,18.31,48.01
H2,RDOR3,2025-11-06,2025-11-07,2025-11-24,10,43.20,41.80,-3.23,1.03,-4.26,time_stop,7,23.00,99.86
H2,RAIL3,2022-05-31,2022-06-01,2022-06-15,10,16.81,16.24,-3.39,-7.53,4.13,time_stop,6,2.40,445.36
H2,RAIL3,2022-08-12,2022-08-15,2022-08-25,8,18.25,19.17,5.00,0.58,4.42,take_profit,8,9.43,48.88
H2,RAIL3,2023-05-05,2023-05-08,2023-05-22,10,20.08,20.16,0.38,3.96,-3.58,time_stop,7,14.45,127.73
H2,RAIL3,2023-06-01,2023-06-02,2023-06-19,10,21.17,21.11,-0.27,6.52,-6.79,time_stop,7,12.63,134.22
H2,RAIL3,2023-09-13,2023-09-14,2023-09-28,10,22.37,21.73,-2.86,-2.95,0.09,time_stop,8,8.43,155.53
H2,SBSP3,2022-03-31,2022-04-01,2022-04-04,1,41.47,43.54,5.00,-0.34,5.34,take_profit,7,20.39,313.63
H2,SBSP3,2022-10-03,2022-10-04,2022-10-19,10,51.29,50.02,-2.49,0.00,-2.49,time_stop,7,25.05,346.37
H2,SBSP3,2023-05-12,2023-05-15,2023-05-29,10,47.25,47.94,1.46,1.23,0.22,time_stop,6,2.12,37.44
H2,SBSP3,2023-08-16,2023-08-17,2023-08-31,10,52.63,52.44,-0.36,0.85,-1.21,time_stop,6,4.54,164.12
H2,SBSP3,2024-01-11,2024-01-12,2024-01-26,10,69.36,69.76,0.57,-1.69,2.26,time_stop,7,18.18,94.65
H2,SBSP3,2025-03-19,2025-03-20,2025-04-03,10,94.58,97.27,2.85,-0.58,3.43,time_stop,8,8.35,19.38
H2,SBSP3,2025-08-12,2025-08-13,2025-08-27,10,116.57,114.38,-1.88,1.90,-3.78,time_stop,8,14.89,72.07
H2,SAPR11,2023-03-30,2023-03-31,2023-04-04,2,15.26,16.02,5.00,0.02,4.98,take_profit,7,10.14,62.76
H2,SAPR11,2023-08-11,2023-08-14,2023-08-28,10,19.50,20.10,3.06,0.17,2.90,time_stop,8,15.03,79.38
H2,SAPR11,2023-10-13,2023-10-16,2023-10-30,10,20.95,19.69,-6.00,-3.52,-2.47,time_stop,8,18.34,323.45
H2,SAPR11,2024-09-05,2024-09-06,2024-09-10,2,27.51,28.88,5.00,-0.25,5.25,take_profit,6,4.82,177.33
H2,SAPR11,2024-09-10,2024-09-11,2024-09-25,10,29.87,27.64,-7.47,-2.51,-4.97,time_stop,7,14.19,312.24
H2,SAPR11,2024-11-27,2024-11-28,2024-11-29,1,25.62,26.90,5.00,0.84,4.16,take_profit,5,3.80,26.22
H2,SAPR11,2024-11-29,2024-12-02,2024-12-05,3,27.95,29.35,5.00,2.16,2.84,take_profit,7,14.24,55.55
H2,SAPR11,2025-06-13,2025-06-16,2025-06-26,7,33.91,35.60,5.00,-1.55,6.55,take_profit,6,19.26,72.03
H2,SAPR11,2025-06-30,2025-07-01,2025-07-15,10,36.31,35.75,-1.55,-3.04,1.49,time_stop,8,24.06,224.77
H2,SAPR11,2026-01-09,2026-01-12,2026-01-23,9,43.60,45.78,5.00,9.71,-4.71,take_profit,8,13.05,417.88
H2,SANB11,2022-03-18,2022-03-21,2022-03-25,4,27.25,28.61,5.00,2.51,2.49,take_profit,6,2.37,94.30
H2,SANB11,2024-04-30,2024-05-02,2024-05-16,10,25.69,24.93,-2.94,0.97,-3.91,time_stop,6,1.72,273.84
H2,SANB11,2025-02-05,2025-02-06,2025-02-20,10,25.07,24.46,-2.45,1.06,-3.51,time_stop,6,2.40,238.45
H2,SANB11,2025-04-30,2025-05-02,2025-05-16,10,27.53,28.39,3.12,3.23,-0.11,time_stop,7,6.29,46.41
H2,SANB11,2025-10-29,2025-10-30,2025-10-31,1,28.93,30.38,5.00,0.49,4.51,take_profit,8,1.15,145.73
H2,SMTO3,2022-03-02,2022-03-03,2022-03-11,6,36.89,38.74,5.00,-2.99,7.99,take_profit,8,22.17,280.56
H2,SMTO3,2022-05-31,2022-06-01,2022-06-15,10,43.33,38.64,-10.83,-7.53,-3.31,time_stop,7,30.41,517.66
H2,CSNA3,2023-11-16,2023-11-17,2023-11-20,1,12.67,13.30,5.00,0.95,4.05,take_profit,6,0.04,119.39
H2,CSNA3,2023-11-20,2023-11-21,2023-11-22,1,13.74,14.43,5.00,0.32,4.68,take_profit,7,9.87,175.83
H2,SIMH3,2023-08-03,2023-08-04,2023-08-18,10,20.80,20.20,-2.85,-3.42,0.58,time_stop,6,19.88,79.31
H2,SIMH3,2025-11-11,2025-11-12,2025-11-26,9,10.80,11.34,5.00,0.84,4.16,take_profit,7,1.25,11.70
H2,SIMH3,2025-11-26,2025-11-27,2025-12-01,2,12.26,12.87,5.00,0.12,4.88,take_profit,6,14.05,30.43
