estrategia,ticker,data_sinal,data_entrada,data_saida,dias,entrada,saida,pnl_pct,ret_bova,ret_rel,motivo,score_entrada,score_saida,evolucao_score,B,mrs,vol_ratio,contracao
B,CYRE3,2022-08-04,2022-08-05,2022-08-22,11,12.14,11.47,-5.52,3.88,-9.40,stop_loss,7,4,-3,2,6.02,2.67,0.84
B,CYRE3,2022-09-02,2022-09-05,2022-09-08,2,13.44,12.86,-4.32,-2.09,-2.22,stop_loss,7,5,-2,2,11.64,3.23,0.92
B,CYRE3,2022-09-28,2022-09-29,2022-09-30,1,13.97,14.67,5.00,2.56,2.44,take_profit_ret,8,6,-2,2,20.55,2.54,0.47
B,CYRE3,2022-10-03,2022-10-04,2022-10-10,4,16.53,15.85,-4.15,-0.24,-3.91,stop_loss,6,4,-2,2,29.19,2.53,0.88
B,CYRE3,2023-07-13,2023-07-14,2023-07-26,8,18.94,19.89,5.00,4.19,0.81,take_profit_ret,6,7,1,2,32.73,2.73,0.68
B,CYRE3,2025-08-22,2025-08-25,2025-08-28,3,24.08,25.29,5.00,2.37,2.63,take_profit_ret,8,6,-2,2,11.17,2.24,0.86
B,CYRE3,2025-09-11,2025-09-12,2025-09-26,10,27.94,28.02,0.30,2.32,-2.02,time_stop,8,7,-1,2,23.53,2.40,0.38
B,CYRE3,2025-11-07,2025-11-10,2025-11-25,10,31.17,31.96,2.54,0.47,2.07,time_stop,7,7,0,2,15.93,2.49,0.60
B,DIRR3,2022-09-02,2022-09-05,2022-09-15,7,3.42,3.60,5.00,-2.16,7.16,take_profit_ret,7,7,0,2,25.24,2.29,0.75
B,DIRR3,2022-10-03,2022-10-04,2022-10-13,6,4.24,3.94,-7.13,-1.86,-5.27,stop_loss,6,7,1,2,43.33,2.31,0.73
B,DIRR3,2023-06-30,2023-07-03,2023-07-07,4,4.91,4.73,-3.81,-0.65,-3.16,stop_loss,7,7,0,2,16.53,2.95,0.92
B,DIRR3,2023-12-13,2023-12-14,2023-12-28,9,5.42,5.69,5.00,2.77,2.23,take_profit_ret,6,5,-1,2,3.60,2.46,0.58
B,DIRR3,2024-02-20,2024-02-21,2024-03-06,10,6.02,6.32,5.00,-0.82,5.82,take_profit_ret,8,8,0,2,11.71,2.67,0.83
B,ECOR3,2023-03-17,2023-03-20,2023-03-22,2,4.76,4.40,-7.54,-0.69,-6.86,stop_loss,7,2,-5,2,5.86,2.72,0.70
B,ECOR3,2023-04-10,2023-04-11,2023-04-12,1,5.18,5.44,5.00,0.43,4.57,take_profit_ret,7,6,-1,2,17.11,2.11,0.58
B,ECOR3,2023-06-20,2023-06-21,2023-06-27,4,6.70,6.30,-5.91,-2.15,-3.76,stop_loss,6,5,-1,2,27.39,2.51,0.59
B,ECOR3,2023-07-19,2023-07-20,2023-07-21,1,7.01,7.36,5.00,1.80,3.20,take_profit_ret,7,7,0,2,35.01,2.16,0.76
B,ECOR3,2023-11-14,2023-11-16,2023-11-30,10,7.63,8.02,5.00,2.16,2.84,take_profit_ret,7,7,0,2,15.26,2.10,0.50
B,ECOR3,2025-08-27,2025-08-28,2025-09-04,5,7.74,8.13,5.00,-0.22,5.22,take_profit_ret,7,6,-1,2,23.51,2.42,0.79
B,ECOR3,2025-11-10,2025-11-11,2025-11-12,1,8.69,9.12,5.00,-0.23,5.23,take_profit_ret,7,7,0,2,15.40,2.82,0.65
B,ECOR3,2025-11-12,2025-11-13,2025-11-25,7,9.50,9.97,5.00,-0.73,5.73,take_profit_ret,7,8,1,2,24.93,2.86,0.64
B,ECOR3,2026-01-23,2026-01-26,2026-02-04,7,12.16,11.22,-7.73,1.65,-9.38,stop_loss,7,6,-1,2,23.45,2.74,0.99
B,ENGI11,2022-07-29,2022-08-01,2022-08-08,5,33.32,34.98,5.00,6.33,-1.33,take_profit_ret,7,6,-1,2,6.93,2.12,0.61
B,ENGI11,2023-09-15,2023-09-18,2023-09-27,7,40.93,38.21,-6.66,-3.45,-3.21,stop_loss,8,7,-1,2,10.47,3.87,0.98
B,ENEV3,2023-07-24,2023-07-25,2023-08-08,10,13.28,12.77,-3.84,-2.30,-1.54,time_stop,5,4,-1,2,-1.04,2.21,0.76
B,ENEV3,2024-08-14,2024-08-15,2024-08-29,10,13.53,13.33,-1.48,1.29,-2.77,time_stop,7,5,-2,2,0.78,2.71,0.78
B,ENEV3,2025-08-25,2025-08-26,2025-09-09,10,15.06,15.31,1.66,2.71,-1.05,time_stop,8,8,0,2,12.00,2.09,0.81
B,ENEV3,2025-10-24,2025-10-27,2025-11-03,5,17.70,18.59,5.00,2.34,2.66,take_profit_ret,7,7,0,2,17.66,2.76,0.81
B,ENEV3,2025-11-26,2025-11-27,2025-12-11,10,20.24,20.22,-0.10,0.56,-0.66,time_stop,7,5,-2,2,21.18,2.21,0.60
B,ENEV3,2026-01-21,2026-01-22,2026-02-05,10,21.79,21.30,-2.25,3.42,-5.67,stop_loss,7,4,-3,2,13.15,2.42,0.59
B,EGIE3,2023-11-22,2023-11-23,2023-12-07,10,28.11,27.69,-1.50,-0.48,-1.02,time_stop,7,4,-3,2,-3.48,2.39,0.31
B,EGIE3,2025-06-24,2025-06-25,2025-06-30,3,30.06,31.56,5.00,2.49,2.51,take_profit_ret,7,6,-1,2,6.80,2.63,0.98
B,EQTL3,2022-03-18,2022-03-21,2022-04-04,10,23.67,24.32,2.74,4.34,-1.60,time_stop,7,8,1,2,9.52,2.00,0.57
B,EQTL3,2022-09-23,2022-09-26,2022-10-03,5,24.32,25.54,5.00,6.92,-1.92,take_profit_ret,8,6,-2,2,9.35,3.57,0.95
B,EQTL3,2023-09-13,2023-09-14,2023-09-28,10,30.66,29.68,-3.19,-2.95,-0.24,time_stop,8,4,-4,2,8.91,2.40,1.00
B,EQTL3,2023-12-20,2023-12-21,2024-01-09,10,32.78,32.28,-1.55,-0.59,-0.96,time_stop,7,5,-2,2,0.44,2.30,0.99
B,EQTL3,2025-11-03,2025-11-04,2025-11-10,4,35.97,37.77,5.00,3.20,1.80,take_profit_ret,6,6,0,2,-1.50,2.29,0.80
B,EQTL3,2026-01-22,2026-01-23,2026-02-06,10,40.45,40.89,1.09,2.01,-0.93,time_stop,6,5,-1,2,-7.30,2.23,0.96
B,EZTC3,2023-07-25,2023-07-26,2023-08-03,6,14.20,14.91,5.00,-1.71,6.71,take_profit_ret,6,6,0,2,22.93,2.27,0.56
B,EZTC3,2024-11-01,2024-11-04,2024-11-19,10,10.38,10.23,-1.47,-1.79,0.31,time_stop,6,6,0,2,4.08,5.05,0.91
B,EZTC3,2025-03-14,2025-03-17,2025-03-31,10,11.23,11.05,-1.62,-0.36,-1.26,time_stop,7,8,1,2,20.40,3.61,0.77
B,EZTC3,2025-08-01,2025-08-04,2025-08-07,3,10.22,10.73,5.00,2.71,2.29,take_profit_ret,8,6,-2,2,5.53,2.03,0.90
B,EZTC3,2025-09-09,2025-09-10,2025-09-15,3,11.96,12.56,5.00,0.93,4.07,take_profit_ret,8,5,-3,2,13.71,2.12,0.62
B,EZTC3,2025-10-29,2025-10-30,2025-11-07,6,13.41,14.08,5.00,3.50,1.50,take_profit_ret,7,7,0,2,18.03,2.12,0.62
B,EZTC3,2025-11-14,2025-11-17,2025-11-28,8,15.01,15.76,5.00,1.34,3.66,take_profit_ret,8,7,-1,2,19.99,2.16,0.40
B,FLRY3,2022-09-23,2022-09-26,2022-09-29,3,13.83,13.03,-5.79,-1.27,-4.52,stop_loss,7,5,-2,2,9.38,2.18,0.66
B,FLRY3,2022-10-03,2022-10-04,2022-10-06,2,14.41,15.14,5.00,1.00,4.00,take_profit_ret,7,6,-1,2,6.78,2.77,0.60
B,FLRY3,2023-10-03,2023-10-04,2023-10-19,10,13.34,12.50,-6.31,0.38,-6.69,stop_loss,7,6,-1,2,7.41,2.59,0.66
B,FLRY3,2023-11-10,2023-11-13,2023-11-28,10,14.09,14.20,0.77,5.05,-4.28,time_stop,8,7,-1,2,6.24,2.13,0.53
B,FLRY3,2023-12-15,2023-12-18,2024-01-04,10,15.58,14.91,-4.29,0.06,-4.35,stop_loss,8,5,-3,2,7.42,2.35,0.71
B,FLRY3,2024-08-09,2024-08-12,2024-08-26,10,13.65,13.97,2.36,4.36,-1.99,time_stop,5,4,-1,2,-1.88,4.13,1.00
B,FLRY3,2025-07-21,2025-07-22,2025-08-05,10,13.28,13.15,-0.97,-0.75,-0.22,time_stop,7,7,0,2,12.40,5.48,0.96
B,FLRY3,2025-09-19,2025-09-22,2025-10-06,10,14.93,15.03,0.70,-0.93,1.63,time_stop,8,5,-3,2,15.66,2.86,0.41
B,GGBR4,2022-03-03,2022-03-04,2022-03-10,4,16.98,17.83,5.00,-0.91,5.91,take_profit_ret,6,6,0,2,3.94,2.05,0.84
B,GGBR4,2022-11-09,2022-11-10,2022-11-11,1,17.73,18.62,5.00,2.31,2.69,take_profit_ret,7,6,-1,2,7.65,2.21,0.86
B,GGBR4,2022-11-11,2022-11-14,2022-11-21,4,20.02,19.14,-4.39,-2.89,-1.49,stop_loss,7,5,-2,2,18.66,2.36,0.80
B,GGBR4,2022-11-30,2022-12-01,2022-12-16,11,21.63,20.70,-4.31,-7.15,2.85,stop_loss,7,6,-1,2,28.15,2.18,0.42
B,GGBR4,2023-07-25,2023-07-26,2023-08-08,9,21.42,20.40,-4.73,-2.92,-1.81,stop_loss,6,6,0,2,0.89,2.22,0.54
B,GGBR4,2024-11-06,2024-11-07,2024-11-25,10,18.71,19.48,4.14,-0.31,4.45,time_stop,8,8,0,2,9.10,3.26,0.91
B,GGBR4,2025-06-09,2025-06-10,2025-06-12,2,17.39,16.36,-5.88,0.98,-6.86,stop_loss,5,3,-2,2,-2.69,2.05,0.74
B,GGBR4,2026-01-22,2026-01-23,2026-02-06,10,22.66,21.85,-3.56,2.01,-5.57,time_stop,7,5,-2,2,9.93,2.06,0.56
B,GOAU4,2022-03-18,2022-03-21,2022-04-04,10,6.62,6.59,-0.41,4.34,-4.75,time_stop,8,6,-2,2,7.40,2.03,0.44
B,GOAU4,2022-11-09,2022-11-10,2022-11-11,1,6.96,7.31,5.00,2.31,2.69,take_profit_ret,7,5,-2,2,11.23,2.35,0.88
B,GOAU4,2023-06-14,2023-06-15,2023-06-29,10,7.51,7.41,-1.40,-0.42,-0.98,time_stop,5,4,-1,2,-4.34,2.25,0.52
B,GOAU4,2023-07-25,2023-07-26,2023-08-09,10,8.40,7.93,-5.54,-3.40,-2.14,stop_loss,6,6,0,2,1.61,2.05,0.55
B,GOAU4,2023-11-14,2023-11-16,2023-11-27,7,7.62,7.20,-5.61,0.81,-6.42,stop_loss,5,5,0,2,-7.30,2.04,0.51
B,GOAU4,2024-07-15,2024-07-16,2024-07-25,7,7.73,7.32,-5.27,-2.36,-2.91,stop_loss,6,3,-3,2,4.66,2.34,0.59
B,GOAU4,2024-11-06,2024-11-07,2024-11-25,10,7.98,8.00,0.29,-0.31,0.60,time_stop,8,8,0,2,8.26,2.94,0.95
B,GOAU4,2025-10-29,2025-10-30,2025-11-13,10,8.06,8.08,0.25,5.77,-5.51,time_stop,8,7,-1,2,9.17,2.17,0.49
B,GOAU4,2026-01-13,2026-01-14,2026-01-22,6,9.44,9.92,5.00,6.47,-1.47,take_profit_ret,8,7,-1,2,16.18,2.06,0.41
B,GOAU4,2026-01-22,2026-01-23,2026-02-06,10,10.10,9.82,-2.76,2.01,-4.77,time_stop,7,7,0,2,14.59,2.08,0.60
B,GGPS3,2023-05-05,2023-05-08,2023-05-11,3,11.32,11.88,5.00,2.27,2.73,take_profit_ret,7,6,-1,2,10.81,2.93,0.87
B,GGPS3,2023-05-11,2023-05-12,2023-05-25,9,11.95,12.55,5.00,1.43,3.57,take_profit_ret,7,7,0,2,14.61,2.40,0.72
B,GGPS3,2023-06-30,2023-07-03,2023-07-17,10,14.45,14.57,0.82,-1.06,1.88,time_stop,6,5,-1,2,22.99,2.63,0.76
B,GGPS3,2023-11-14,2023-11-16,2023-11-28,8,14.67,15.40,5.00,1.46,3.54,take_profit_ret,7,8,1,2,4.56,2.17,0.60
B,GGPS3,2025-08-13,2025-08-14,2025-08-27,9,14.32,15.04,5.00,2.13,2.87,take_profit_ret,6,7,1,2,3.66,3.65,0.92
B,HAPV3,2023-08-10,2023-08-11,2023-08-15,2,78.60,75.75,-3.63,-1.65,-1.98,stop_loss,7,5,-2,2,16.04,3.41,0.63
B,HAPV3,2023-09-29,2023-10-02,2023-10-04,2,70.35,64.95,-7.68,-1.17,-6.50,stop_loss,7,4,-3,2,12.81,2.35,0.95
B,HAPV3,2024-05-14,2024-05-15,2024-05-24,7,67.35,63.75,-5.35,-2.89,-2.46,stop_loss,6,6,0,2,2.44,2.84,0.51
B,HAPV3,2025-08-14,2025-08-15,2025-08-27,8,37.69,39.57,5.00,1.98,3.02,take_profit_ret,6,5,-1,2,-3.42,3.38,0.49
B,HYPE3,2022-02-25,2022-03-02,2022-03-07,3,28.89,27.38,-5.24,-3.59,-1.65,stop_loss,7,4,-3,2,7.64,2.80,0.62
B,HYPE3,2022-06-01,2022-06-02,2022-06-09,5,36.21,34.48,-4.79,-4.38,-0.40,stop_loss,7,6,-1,2,28.83,3.53,0.58
B,HYPE3,2022-07-29,2022-08-01,2022-08-15,10,36.98,36.31,-1.81,10.56,-12.37,time_stop,7,7,0,2,33.46,2.27,0.58
B,HYPE3,2022-10-19,2022-10-20,2022-10-26,4,42.91,40.25,-6.20,-3.65,-2.55,stop_loss,7,7,0,2,21.63,2.62,0.60
B,HYPE3,2022-10-31,2022-11-01,2022-11-04,2,43.99,42.44,-3.52,1.05,-4.58,stop_loss,7,6,-1,2,24.72,2.05,0.88
B,HYPE3,2023-06-09,2023-06-12,2023-06-23,9,40.67,38.36,-5.68,1.47,-7.15,stop_loss,6,5,-1,2,0.62,7.10,0.51
B,HYPE3,2025-04-24,2025-04-25,2025-05-12,10,22.57,22.33,-1.07,1.44,-2.51,time_stop,5,5,0,2,-0.21,3.35,0.89
B,HYPE3,2025-10-29,2025-10-30,2025-10-31,1,23.94,25.14,5.00,0.49,4.51,take_profit_ret,5,6,1,2,-0.66,2.95,0.51
B,IGTI11,2023-03-15,2023-03-16,2023-03-24,6,18.09,17.45,-3.54,-4.14,0.60,stop_loss,7,2,-5,2,7.02,2.12,0.61
B,IGTI11,2023-12-14,2023-12-15,2024-01-03,10,22.80,22.90,0.41,2.15,-1.74,time_stop,6,5,-1,2,1.83,2.04,0.57
B,IGTI11,2024-03-13,2024-03-14,2024-03-28,10,22.59,21.85,-3.28,0.41,-3.69,time_stop,7,3,-4,2,4.18,2.12,0.60
B,IGTI11,2025-05-08,2025-05-09,2025-05-20,7,21.04,22.09,5.00,2.70,2.30,take_profit_ret,8,6,-2,2,3.66,2.12,0.34
B,IGTI11,2025-08-28,2025-08-29,2025-09-12,10,23.19,23.61,1.80,0.51,1.29,time_stop,8,8,0,2,8.93,2.08,0.59
B,IGTI11,2026-01-22,2026-01-23,2026-02-06,10,27.37,28.47,4.03,2.01,2.02,time_stop,7,5,-2,2,-3.58,2.55,0.42
B,IRBR3,2023-05-02,2023-05-03,2023-05-05,2,33.85,30.86,-8.83,3.36,-12.19,stop_loss,7,6,-1,2,15.29,2.34,0.58
B,IRBR3,2023-06-23,2023-06-26,2023-06-28,2,42.80,41.07,-4.04,-1.21,-2.83,stop_loss,6,4,-2,2,38.33,2.02,0.73
B,IRBR3,2023-07-07,2023-07-10,2023-07-18,6,52.41,49.55,-5.46,-0.13,-5.33,stop_loss,6,7,1,2,68.42,2.53,0.70
B,IRBR3,2023-08-16,2023-08-17,2023-08-22,3,45.16,39.95,-11.54,0.94,-12.48,stop_loss,7,5,-2,2,39.86,4.25,0.70
B,IRBR3,2024-03-04,2024-03-05,2024-03-12,5,42.49,40.80,-3.98,-0.47,-3.50,stop_loss,5,3,-2,2,-5.50,3.17,0.96
B,IRBR3,2024-08-15,2024-08-16,2024-08-19,1,43.11,45.27,5.00,1.30,3.70,take_profit_ret,6,7,1,2,3.16,7.34,0.91
B,IRBR3,2024-10-23,2024-10-24,2024-10-28,2,47.91,41.64,-13.09,0.98,-14.07,stop_loss,7,5,-2,2,22.17,3.91,1.00
B,IRBR3,2024-12-26,2024-12-27,2025-01-10,8,42.70,44.84,5.00,-1.11,6.11,take_profit_ret,7,7,0,2,16.77,3.60,1.00
B,IRBR3,2025-01-10,2025-01-13,2025-01-15,2,46.08,48.38,5.00,3.06,1.94,take_profit_ret,8,8,0,2,26.69,2.11,0.53
B,IRBR3,2025-01-15,2025-01-16,2025-01-30,10,51.07,53.62,5.00,4.75,0.25,take_profit_ret,7,6,-1,2,35.38,2.06,0.52
B,IRBR3,2025-12-08,2025-12-09,2025-12-23,10,52.60,53.65,2.00,1.86,0.13,time_stop,5,4,-1,2,-3.55,3.33,0.89
B,ITSA4,2022-02-11,2022-02-14,2022-02-24,8,5.98,5.60,-6.26,-1.86,-4.40,stop_loss,7,4,-3,2,7.54,2.72,0.58
B,ITSA4,2022-10-03,2022-10-04,2022-10-14,7,6.09,5.81,-4.48,-3.68,-0.80,stop_loss,6,6,0,2,4.46,2.09,0.81
B,ITSA4,2023-02-08,2023-02-09,2023-02-27,10,5.82,5.47,-5.99,-2.06,-3.93,stop_loss,7,6,-1,2,5.79,2.23,1.00
B,ITSA4,2025-09-19,2025-09-22,2025-10-06,10,10.38,10.21,-1.59,-0.93,-0.66,time_stop,8,5,-3,2,6.30,2.04,0.66
B,ITSA4,2025-11-11,2025-11-12,2025-11-27,10,11.11,11.00,-0.99,0.57,-1.56,time_stop,8,5,-3,2,1.56,2.17,0.49
B,ITSA4,2026-01-21,2026-01-22,2026-01-26,2,12.74,13.38,5.00,1.48,3.52,take_profit_ret,7,5,-2,2,3.78,2.18,0.64
B,ITUB4,2022-08-09,2022-08-10,2022-08-24,10,17.48,17.92,2.53,2.46,0.07,time_stop,7,7,0,2,6.19,3.07,0.59
B,ITUB4,2023-02-08,2023-02-09,2023-02-28,11,18.44,17.57,-4.69,-3.15,-1.54,stop_loss,6,4,-2,2,4.27,2.82,0.98
B,ITUB4,2023-11-07,2023-11-08,2023-11-20,7,20.85,21.89,5.00,5.83,-0.83,take_profit_ret,7,6,-1,2,3.79,2.36,0.97
B,ITUB4,2024-02-06,2024-02-07,2024-02-23,10,24.99,25.63,2.56,-0.44,3.00,time_stop,8,7,-1,2,11.29,2.81,0.92
B,ITUB4,2024-08-14,2024-08-15,2024-08-29,10,27.93,28.16,0.79,1.29,-0.50,time_stop,8,8,0,2,8.55,2.30,0.73
B,ITUB4,2024-11-05,2024-11-06,2024-11-18,7,27.57,26.43,-4.15,-1.50,-2.66,stop_loss,8,3,-5,2,6.66,2.56,0.87
B,ITUB4,2025-05-09,2025-05-12,2025-05-26,10,33.59,33.91,0.96,1.21,-0.25,time_stop,8,5,-3,2,16.34,2.04,0.44
B,ITUB4,2025-11-11,2025-11-12,2025-11-27,10,37.79,37.32,-1.24,0.57,-1.81,time_stop,8,5,-3,2,1.88,2.00,0.47
B,ITUB4,2026-01-21,2026-01-22,2026-01-26,2,41.93,44.02,5.00,1.48,3.52,take_profit_ret,7,6,-1,2,0.34,2.11,0.72
B,KLBN11,2024-03-15,2024-03-18,2024-03-20,2,18.21,19.12,5.00,1.95,3.05,take_profit_ret,6,6,0,2,2.43,2.70,0.71
B,KLBN11,2026-01-22,2026-01-23,2026-02-06,10,19.40,19.30,-0.52,2.01,-2.53,time_stop,6,5,-1,2,-8.72,2.13,0.85
B,KLBN11,2026-02-11,2026-02-12,2026-02-24,6,20.86,20.10,-3.64,1.90,-5.54,stop_loss,6,5,-1,2,-6.39,2.31,0.70
B,RENT3,2022-02-22,2022-02-23,2022-03-04,5,50.94,48.20,-5.37,2.62,-8.00,stop_loss,7,0,-7,2,9.26,2.23,0.57
B,RENT3,2022-07-01,2022-07-04,2022-07-07,3,46.49,48.81,5.00,2.29,2.71,take_profit_ret,5,2,-3,2,8.17,3.29,0.37
B,RENT3,2022-10-31,2022-11-01,2022-11-11,7,61.83,55.83,-9.71,-3.78,-5.93,stop_loss,8,6,-2,2,15.87,2.10,1.00
B,RENT3,2023-12-14,2023-12-15,2024-01-03,10,59.47,55.95,-5.90,2.15,-8.05,stop_loss,5,5,0,2,-4.89,2.71,0.80
B,RENT3,2025-11-11,2025-11-12,2025-11-27,10,42.71,44.17,3.42,0.57,2.85,time_stop,8,5,-3,2,2.00,2.52,0.48
B,RENT3,2025-12-04,2025-12-05,2025-12-09,2,49.00,44.81,-8.55,0.24,-8.79,stop_loss,7,7,0,2,10.89,2.01,0.62
B,LREN3,2022-08-03,2022-08-04,2022-08-18,10,21.65,21.45,-0.93,7.28,-8.21,time_stop,7,5,-2,2,8.72,2.32,0.69
B,LREN3,2022-10-31,2022-11-01,2022-11-07,3,24.23,22.60,-6.70,-1.41,-5.29,stop_loss,8,6,-2,2,12.96,2.47,0.87
B,LREN3,2024-08-09,2024-08-12,2024-08-15,3,13.11,13.76,5.00,2.22,2.78,take_profit_ret,6,5,-1,2,1.70,2.17,0.91
B,LREN3,2025-05-08,2025-05-09,2025-05-15,4,15.57,16.35,5.00,2.12,2.88,take_profit_ret,8,5,-3,2,5.66,2.55,0.44
B,LREN3,2026-02-24,2026-02-25,2026-03-04,5,15.98,15.35,-3.94,-3.13,-0.82,stop_loss,6,0,-6,2,-21.79,2.07,0.43
B,MGLU3,2023-04-11,2023-04-12,2023-04-18,4,33.55,32.00,-4.64,-0.63,-4.01,stop_loss,7,4,-3,2,6.80,2.26,0.77
B,MGLU3,2025-12-04,2025-12-05,2025-12-09,2,11.07,9.86,-10.93,0.24,-11.17,stop_loss,7,6,-1,2,9.65,2.69,0.48
B,BEEF3,2022-02-09,2022-02-10,2022-02-24,10,8.88,9.32,5.00,-1.48,6.48,take_profit_ret,7,6,-1,2,8.63,2.10,0.70
B,BEEF3,2022-02-24,2022-02-25,2022-03-09,6,9.56,10.04,5.00,0.81,4.19,take_profit_ret,7,8,1,2,18.07,2.48,0.64
B,BEEF3,2022-08-11,2022-08-12,2022-08-18,4,12.62,13.25,5.00,1.20,3.80,take_profit_ret,8,5,-3,2,17.91,2.06,0.90
B,BEEF3,2023-01-11,2023-01-12,2023-01-13,1,13.32,13.98,5.00,-0.84,5.84,take_profit_ret,6,5,-1,2,4.92,2.19,0.68
B,BEEF3,2024-08-08,2024-08-09,2024-08-19,6,7.09,7.45,5.00,3.81,1.19,take_profit_ret,7,6,-1,2,5.09,2.97,0.96
B,BEEF3,2025-03-20,2025-03-21,2025-04-01,7,5.87,6.16,5.00,-0.73,5.73,take_profit_ret,5,6,1,2,-1.53,3.47,0.59
B,BEEF3,2025-04-09,2025-04-10,2025-04-16,4,6.54,6.86,5.00,1.52,3.48,take_profit_ret,8,5,-3,2,14.25,2.11,0.41
B,MOVI3,2023-08-09,2023-08-10,2023-08-22,8,11.32,11.89,5.00,-1.83,6.83,take_profit_ret,7,6,-1,2,31.15,2.86,0.46
B,MOVI3,2025-08-08,2025-08-11,2025-08-20,7,6.87,6.32,-8.09,-0.53,-7.56,stop_loss,7,7,0,2,32.00,3.12,0.85
B,MOVI3,2025-11-11,2025-11-12,2025-11-26,9,9.63,10.11,5.00,0.84,4.16,take_profit_ret,7,7,0,2,39.08,3.08,0.51
B,MOVI3,2026-01-15,2026-01-16,2026-01-20,2,10.61,9.55,-9.99,0.84,-10.83,stop_loss,7,4,-3,2,23.47,2.43,1.00
B,MRVE3,2022-08-04,2022-08-05,2022-08-12,5,11.08,10.04,-9.33,5.74,-15.08,stop_loss,7,6,-1,2,8.45,2.54,0.75
B,MRVE3,2022-09-02,2022-09-05,2022-09-08,2,11.82,10.80,-8.66,-2.09,-6.57,stop_loss,7,5,-2,2,11.03,2.62,0.82
B,MRVE3,2025-08-13,2025-08-14,2025-08-18,2,6.89,7.23,5.00,0.73,4.27,take_profit_ret,7,4,-3,2,15.74,3.90,0.75
B,MRVE3,2025-11-13,2025-11-14,2025-11-28,9,8.58,9.01,5.00,0.98,4.02,take_profit_ret,7,6,-1,2,20.39,2.30,0.50
B,MULT3,2022-03-25,2022-03-28,2022-04-11,10,21.04,20.76,-1.34,-1.69,0.35,time_stop,7,7,0,2,13.12,2.30,0.69
B,MULT3,2022-04-29,2022-05-02,2022-05-06,4,21.08,20.17,-4.34,-1.45,-2.89,stop_loss,7,5,-2,2,24.43,2.62,0.92
B,MULT3,2022-10-03,2022-10-04,2022-10-14,7,22.81,21.80,-4.43,-3.68,-0.76,stop_loss,8,7,-1,2,6.88,2.24,1.00
B,MULT3,2022-10-31,2022-11-01,2022-11-11,7,22.97,20.13,-12.37,-3.78,-8.59,stop_loss,8,5,-3,2,7.15,2.14,1.00
B,MULT3,2023-02-28,2023-03-01,2023-03-06,3,22.26,20.77,-6.71,0.27,-6.97,stop_loss,8,6,-2,2,12.08,2.42,0.49
B,MULT3,2024-07-22,2024-07-23,2024-07-25,2,23.73,22.40,-5.62,-0.44,-5.18,stop_loss,7,5,-2,2,0.03,2.11,0.45
B,MULT3,2025-04-25,2025-04-28,2025-05-13,10,25.02,25.18,0.66,3.01,-2.35,time_stop,6,5,-1,2,4.14,2.09,0.51
B,MULT3,2026-01-09,2026-01-12,2026-01-21,7,28.55,29.98,5.00,5.49,-0.49,take_profit_ret,6,5,-1,2,-5.23,2.82,0.68
B,MULT3,2026-01-21,2026-01-22,2026-01-28,4,30.58,32.11,5.00,5.01,-0.01,take_profit_ret,7,5,-2,2,-5.13,2.02,0.47
B,NEOE3,2022-03-25,2022-03-28,2022-04-11,10,13.83,13.95,0.81,-1.69,2.51,time_stop,5,5,0,2,-0.15,2.21,0.54
B,NEOE3,2022-04-22,2022-04-25,2022-04-27,2,14.12,14.83,5.00,-1.16,6.16,take_profit_ret,7,5,-2,2,9.70,3.75,0.64
B,NEOE3,2023-06-12,2023-06-13,2023-06-15,2,15.85,16.65,5.00,2.18,2.82,take_profit_ret,7,7,0,2,12.07,2.48,0.75
B,NEOE3,2023-06-15,2023-06-16,2023-06-20,2,16.83,17.67,5.00,0.80,4.20,take_profit_ret,6,5,-1,2,17.30,2.98,0.62
B,NEOE3,2023-06-21,2023-06-22,2023-07-06,10,18.06,18.67,3.37,-1.41,4.77,time_stop,7,6,-1,2,25.48,2.41,0.45
B,NEOE3,2024-08-23,2024-08-26,2024-09-09,10,18.82,18.95,0.65,-1.63,2.28,time_stop,6,3,-3,2,-2.94,2.06,0.48
B,NEOE3,2024-11-27,2024-11-28,2024-12-02,2,19.15,18.16,-5.18,0.48,-5.66,stop_loss,7,5,-2,2,7.25,3.62,0.65
B,NEOE3,2025-04-24,2025-04-25,2025-05-12,10,21.26,21.19,-0.32,1.44,-1.76,time_stop,8,7,-1,2,10.52,4.08,0.73
B,NEOE3,2025-06-16,2025-06-17,2025-07-02,10,24.67,24.34,-1.32,0.29,-1.61,time_stop,7,5,-2,2,19.28,2.48,0.83
B,NEOE3,2025-09-03,2025-09-04,2025-09-18,10,27.50,27.71,0.78,3.28,-2.50,time_stop,7,6,-1,2,20.75,3.71,0.56
B,NEOE3,2025-11-24,2025-11-25,2025-12-09,10,31.33,31.28,-0.16,1.03,-1.19,time_stop,8,7,-1,2,16.08,9.79,0.47
B,PETR3,2022-07-29,2022-08-01,2022-08-08,5,16.07,16.87,5.00,6.33,-1.33,take_profit_ret,7,8,1,2,35.64,3.65,0.62
B,PETR3,2022-08-12,2022-08-15,2022-08-17,2,17.82,18.71,5.00,0.94,4.06,take_profit_ret,8,6,-2,2,37.30,2.70,0.39
B,PETR3,2022-10-03,2022-10-04,2022-10-19,10,19.35,20.32,5.00,0.00,5.00,take_profit_ret,7,6,-1,2,23.53,2.06,0.71
